peg_x,peg_y,success,file,demo,radial,depth,upright
0.11943,-0.02956,0,gen_mimicgen_failed.hdf5,demo_71,0.00867,0.00996,0.9995
0.15252,-0.01160,0,gen_mimicgen_failed.hdf5,demo_72,0.01138,0.01572,0.9965
0.14065,0.01818,0,gen_mimicgen_failed.hdf5,demo_73,0.06788,0.00000,-0.0000
0.14457,-0.01623,0,gen_mimicgen_failed.hdf5,demo_74,0.01152,0.00489,0.8103
0.19883,-0.03966,0,gen_mimicgen_failed.hdf5,demo_75,0.01126,0.01599,0.9971
0.15651,-0.07175,0,gen_mimicgen_failed.hdf5,demo_76,0.08612,0.00000,0.0000
0.16992,0.10410,0,gen_mimicgen_failed.hdf5,demo_77,0.02210,0.00000,-0.0004
0.22748,-0.02085,0,gen_mimicgen_failed.hdf5,demo_78,0.05959,0.00000,-0.8672
0.19167,0.11232,0,gen_mimicgen_failed.hdf5,demo_79,0.01138,0.01561,0.9967
0.17247,-0.06401,0,gen_mimicgen_failed.hdf5,demo_8,0.09607,0.00000,0.0000
0.18848,0.06851,0,gen_mimicgen_failed.hdf5,demo_80,0.06618,0.00000,-0.9769
0.25886,0.08191,0,gen_mimicgen_failed.hdf5,demo_81,0.06550,0.00000,-0.0450
0.15810,-0.09276,0,gen_mimicgen_failed.hdf5,demo_82,0.01222,0.00023,0.9939
0.25725,-0.11195,0,gen_mimicgen_failed.hdf5,demo_83,0.00116,0.00116,0.9897
0.11183,-0.08956,0,gen_mimicgen_failed.hdf5,demo_84,0.01125,0.00461,0.9001
0.11064,-0.09362,0,gen_mimicgen_failed.hdf5,demo_85,0.20167,0.00000,0.9999
0.22256,-0.07083,0,gen_mimicgen_failed.hdf5,demo_86,0.21817,0.00000,0.9982
0.12925,-0.03721,0,gen_mimicgen_failed.hdf5,demo_87,0.14627,0.00000,1.0000
0.24341,-0.05801,0,gen_mimicgen_failed.hdf5,demo_88,0.21745,0.00000,1.0000
0.12572,-0.01119,0,gen_mimicgen_failed.hdf5,demo_89,0.12106,0.00000,0.9915
0.13933,-0.08491,0,gen_mimicgen_failed.hdf5,demo_9,0.06808,0.00000,-0.9999
0.15685,-0.04975,0,gen_mimicgen_failed.hdf5,demo_90,0.06848,0.00000,-0.9580
0.20598,0.11015,0,gen_mimicgen_failed.hdf5,demo_91,0.09608,0.00000,0.0000
0.18709,0.08458,0,gen_mimicgen_failed.hdf5,demo_92,0.05035,0.00000,0.9830
0.18274,-0.02161,0,gen_mimicgen_failed.hdf5,demo_93,0.16373,0.00000,0.9910
0.21547,-0.08451,0,gen_mimicgen_failed.hdf5,demo_94,0.23469,0.00000,0.9998
0.14506,0.05031,0,gen_mimicgen_failed.hdf5,demo_95,0.12383,0.00000,0.9999
0.21970,0.06194,0,gen_mimicgen_failed.hdf5,demo_96,0.06110,0.00000,1.0000
0.21515,0.04161,0,gen_mimicgen_failed.hdf5,demo_97,0.13869,0.00000,1.0000
0.21414,-0.05352,0,gen_mimicgen_failed.hdf5,demo_98,0.20232,0.00000,0.9995
0.11683,-0.03419,0,gen_mimicgen_failed.hdf5,demo_99,0.14708,0.00000,0.9997
