peg_x,peg_y,success
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.172501,0.099026,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
0.111397,0.009367,0
